permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1981-010626 BP,R- 101 Single Family Houses,New,3604 Alexandria Drive              A  00000,10/19/1981,2 Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,61884,,1,,Lot: 11 Block: A Subdivision:  ,3604 ALEXANDRIA DRIVE,30.20185308,-97.84018116,,,,,
1981-010626 DS,Res. Driveway & Sidewalk,New,3604 Alexandria Drive              A  00000,10/19/1981,2 Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,61884,,,,Lot: 11 Block: A Subdivision:  ,3604 ALEXANDRIA DRIVE,30.20185308,-97.84018116,,,,,
1981-010626 EP,R- 101 Single Family Houses,New,3604 Alexandria Drive              A  00000,10/19/1981,2 Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,61884,,1,,Lot: 11 Block: A Subdivision:  ,3604 ALEXANDRIA DRIVE,30.20185308,-97.84018116,,,,,
1981-010626 MP,R- 101 Single Family Houses,New,3604 Alexandria Drive              A  00000,10/19/1981,2 Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,61884,,1,,Lot: 11 Block: A Subdivision:  ,3604 ALEXANDRIA DRIVE,30.20185308,-97.84018116,,,,,
1981-010626 PP,R- 101 Single Family Houses,New,3604 Alexandria Drive              A  00000,10/19/1981,2 Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,61884,,1,,Lot: 11 Block: A Subdivision:  ,3604 ALEXANDRIA DRIVE,30.20185308,-97.84018116,,,,,
1981-010627 BP,R- 101 Single Family Houses,New,3602 Alexandria Drive              A  00000,10/19/1981,One Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,50463,,1,,Lot: 12 Block: A Subdivision:  ,3602 ALEXANDRIA DRIVE,30.20178854,-97.83997384,,,,,
1981-010627 DS,Res. Driveway & Sidewalk,New,3602 Alexandria Drive              A  00000,10/19/1981,One Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,50463,,,,Lot: 12 Block: A Subdivision:  ,3602 ALEXANDRIA DRIVE,30.20178854,-97.83997384,,,,,
1981-010627 EP,R- 101 Single Family Houses,New,3602 Alexandria Drive              A  00000,10/19/1981,One Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,50463,,1,,Lot: 12 Block: A Subdivision:  ,3602 ALEXANDRIA DRIVE,30.20178854,-97.83997384,,,,,
1981-010627 MP,R- 101 Single Family Houses,New,3602 Alexandria Drive              A  00000,10/19/1981,One Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,50463,,1,,Lot: 12 Block: A Subdivision:  ,3602 ALEXANDRIA DRIVE,30.20178854,-97.83997384,,,,,
1981-010627 PP,R- 101 Single Family Houses,New,3602 Alexandria Drive              A  00000,10/19/1981,One Stry Frm Res W/Mas Ven And Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,50463,,1,,Lot: 12 Block: A Subdivision:  ,3602 ALEXANDRIA DRIVE,30.20178854,-97.83997384,,,,,
1981-010651 EP,Residential ,Remodel,1306 Quaker Ridge Drive            C .00000,10/19/1981,Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LOT 18 BLK B HILLS OF LOST CREEK SEC 2 THE,1306 QUAKER RIDGE DRIVE,30.28344848,-97.83425269,,,,,
1981-010651 MP,Residential ,Remodel,1306 Quaker Ridge Drive            C .00000,10/19/1981,Residence,VOID,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LOT 18 BLK B HILLS OF LOST CREEK SEC 2 THE,1306 QUAKER RIDGE DRIVE,30.28344848,-97.83425269,,,,,
1981-010672 PP,,New,11901 Mustang Chase                 A  00000,10/19/1981,Sewer Residence,Final,,,,,,,,,,,MONACO MICHAEL C & LAURA Z,,,,,,AUSTIN,TX,78727 6629,,,,,,,1,,,11901 MUSTANG CHASE,30.4184793,-97.73927179,,,,,
1981-010673 PP,,New,11903 Mustang Chase                 A  00000,10/19/1981,Sewer Cut Over Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11903 MUSTANG CHASE,30.41873283,-97.73916024,,,,,
1981-010678 BP,Sign Permit,,108  9 Street East                A  00000,10/19/1981,Sign,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,108 9 STREET EAST,,,,,,,
1981-010682 BP,"C- 324 Office, Bank & Professional Bldgs",New,306  3 Street East                A  00000,10/19/1981,Remodel To Create Space For Office,Final,,,,,,,,,,,BREMOND PARTNERSHIP LTD,,,,,,AUSTIN,TX,78759 8621,,,,,,,1,,Lot: 4 Block:   Subdivision: OUTLOT 32 DIVISION E,306 3 STREET EAST,30.26473711,-97.74076178,,,,,
1981-010682 EP,"C- 324 Office, Bank & Professional Bldgs",New,306  3 Street East                A  00000,10/19/1981,Remodel To Create Space For Office,Final,,,,,,,,,,,BREMOND PARTNERSHIP LTD,,,,,,AUSTIN,TX,78759 8621,,,,,,,1,,Lot: 4 Block:   Subdivision: OUTLOT 32 DIVISION E,306 3 STREET EAST,30.26473711,-97.74076178,,,,,
1981-010682 MP,"C- 324 Office, Bank & Professional Bldgs",New,306  3 Street East                A  00000,10/19/1981,Remodel To Create Space For Office,VOID,,,,,,,,,,,BREMOND PARTNERSHIP LTD,,,,,,AUSTIN,TX,78759 8621,,,,,,,1,,Lot: 4 Block:   Subdivision: OUTLOT 32 DIVISION E,306 3 STREET EAST,30.26473711,-97.74076178,,,,,
1981-010682 PP,"C- 324 Office, Bank & Professional Bldgs",New,306  3 Street East                A  00000,10/19/1981,Remodel To Create Space For Office,Final,,,,,,,,,,,BREMOND PARTNERSHIP LTD,,,,,,AUSTIN,TX,78759 8621,,,,,,,1,,Lot: 4 Block:   Subdivision: OUTLOT 32 DIVISION E,306 3 STREET EAST,30.26473711,-97.74076178,,,,,
1981-010683 BP,R- 435 Renovations/Remodel ,Remodel,614 Live Oak Street West          A  00000,10/19/1981,Repair Acc Bldg (Storage ),VOID,,,,,,,,,,,,,,,,,,,,,,,,200,,1,,Lot: 2 Block: 3 Subdivision: JAMES E. BOULDIN ADDITION SOUTH EXTENSION,614 LIVE OAK STREET WEST,30.2450191,-97.75872181,,,,,
1981-010684 EP,,Remodel,1302 Crystal Creek Drive           L  00000,10/19/1981,Mech For Residence Etj - Woodburning Stove,Final,,,,,,,,,,,,,,,,,,,,,,,,1000,,1,,Lot: B Block:   Subdivision: BARTON VALLEY SEC 8,1302 CRYSTAL CREEK DRIVE,30.30032916,-97.863449,,,,,
1981-010684 MP,,Remodel,1302 Crystal Creek Drive           L  00000,10/19/1981,Mech For Residence Etj - Woodburning Stove,Final,,,,,,,,,,,,,,,,,,,,,,,,1000,,1,,Lot: B Block:   Subdivision: BARTON VALLEY SEC 8,1302 CRYSTAL CREEK DRIVE,30.30032916,-97.863449,,,,,
1981-010685 EP,"C- 213 Hotels, Motels, & Tourist Cabins",New,6600 Elm Creek Drive               A  00134,10/19/1981,Mobile Home,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LOT B SOUTH CREEK SEC 2,6600 ELM CREEK DRIVE,30.18740526,-97.76364527,,,,,
1981-010685 MP,"C- 213 Hotels, Motels, & Tourist Cabins",New,6600 Elm Creek Drive               A  00134,10/19/1981,Mobile Home,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LOT B SOUTH CREEK SEC 2,6600 ELM CREEK DRIVE,30.18740526,-97.76364527,,,,,
1981-010686 EP,,New,1308 Thornberry Road               D  00058,10/19/1981,Mobile Home,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"CAPITOL VIEW MH PARK, SPACE 89, SN1 CLW010604TX; HUD# HWC0256602",1308 THORNBERRY ROAD,30.22330477,-97.66454904,,,,,
1981-010686 MP,,New,1308 Thornberry Road               D  00058,10/19/1981,Mobile Home,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"CAPITOL VIEW MH PARK, SPACE 89, SN1 CLW010604TX; HUD# HWC0256602",1308 THORNBERRY ROAD,30.22330477,-97.66454904,,,,,
1981-010688 EP,,New,1403 Miami Drive                   C  00000,10/19/1981,Mobile Home Etj,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1403 MIAMI DRIVE,30.33922899,-97.86830001,,,,,
1981-010688 MP,,New,1403 Miami Drive                   C  00000,10/19/1981,Mobile Home Etj,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1403 MIAMI DRIVE,30.33922899,-97.86830001,,,,,
1981-010689 EP,Commercial,Remodel,3201 Bee Caves Road                C  00112,10/19/1981,B- Bush Comm Bldg,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12.6740 ACR OF LOT 1 OLD TARLTON CENTER,3201 BEE CAVES ROAD,30.27281466,-97.80018542,,,,,
1981-010689 MP,Commercial,Remodel,3201 Bee Caves Road                C  00112,10/19/1981,B- Bush Comm Bldg,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12.6740 ACR OF LOT 1 OLD TARLTON CENTER,3201 BEE CAVES ROAD,30.27281466,-97.80018542,,,,,
1981-010689 PP,Commercial,Remodel,3201 Bee Caves Road                C  00112,10/19/1981,B- Bush Comm Bldg,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12.6740 ACR OF LOT 1 OLD TARLTON CENTER,3201 BEE CAVES ROAD,30.27281466,-97.80018542,,,,,
1981-010691 BP,"C- 324 Office, Bank & Professional Bldgs",New,800 30 Street East                A  00307,10/19/1981,Remodel Shell Space To Create Doctors Ofc,Final,,,,,,,,,,,,,,,,,,,,,,,,100000,,1,,,800 30 STREET EAST,30.29841939,-97.74519287,,,,,
1981-010691 EP,"C- 324 Office, Bank & Professional Bldgs",New,800 30 Street East                A  00307,10/19/1981,Remodel Shell Space To Create Doctors Ofc,Final,,,,,,,,,,,,,,,,,,,,,,,,100000,,1,,,800 30 STREET EAST,30.29841939,-97.74519287,,,,,
1981-010691 MP,"C- 324 Office, Bank & Professional Bldgs",New,800 30 Street East                A  00307,10/19/1981,Remodel Shell Space To Create Doctors Ofc,Final,,,,,,,,,,,,,,,,,,,,,,,,100000,,1,,,800 30 STREET EAST,30.29841939,-97.74519287,,,,,
1981-010691 PP,"C- 324 Office, Bank & Professional Bldgs",New,800 30 Street East                A  00307,10/19/1981,Remodel Shell Space To Create Doctors Ofc,Final,,,,,,,,,,,,,,,,,,,,,,,,100000,,1,,,800 30 STREET EAST,30.29841939,-97.74519287,,,,,
1981-010692 PP,,Repair,4519 Avenue C                      A  00000,10/19/1981,Sewer Replacement,Final,,,,,,,,,,,SMITH ANTHONY F & ERIN W,,,,,,SAN ANTONIO,TX,78257,,,,,,,1,,Lot: 7 Block: 6 Subdivision: HYDE PARK ANNEX  1898,4519 AVENUE C,30.31063338,-97.72928905,,,,,
