permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1998-003443 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7309 Lazy Creek Drive              A .00000,04/02/1998,Add Training Room & Locker Rooms & Remodel,Final,,,,,,,,,,,,,,,,,,,,,,,,1525890.45,,1,,ABS 22 SUR 29 TANNEHILL J C ACR 42.345,7309 LAZY CREEK DRIVE,30.31412595,-97.65702328,,,,,
1998-003443 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7309 Lazy Creek Drive              A .00000,04/02/1998,Add Training Room & Locker Rooms & Remodel,Final,,,,,,,,,,,,,,,,,,,,,,,,1525890.45,,1,,ABS 22 SUR 29 TANNEHILL J C ACR 42.345,7309 LAZY CREEK DRIVE,30.31412595,-97.65702328,,,,,
1998-003443 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7309 Lazy Creek Drive              A .00000,04/02/1998,Add Training Room & Locker Rooms & Remodel,Final,,,,,,,,,,,,,,,,,,,,,,,,1525890.45,,1,,ABS 22 SUR 29 TANNEHILL J C ACR 42.345,7309 LAZY CREEK DRIVE,30.31412595,-97.65702328,,,,,
1998-003443 PP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7309 Lazy Creek Drive              A .00000,04/02/1998,Add Training Room & Locker Rooms & Remodel,Final,,,,,,,,,,,,,,,,,,,,,,,,1525890.45,,1,,ABS 22 SUR 29 TANNEHILL J C ACR 42.345,7309 LAZY CREEK DRIVE,30.31412595,-97.65702328,,,,,
1998-003807 BP,R- 101 Single Family Houses,New,6915 Robert Dixon Drive            A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,69775,,1,,,6915 ROBERT DIXON DRIVE,30.22336789,-97.8515427,,,,,
1998-003807 DS,Res. Driveway & Sidewalk,New,6915 Robert Dixon Drive            A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,69775,,,,,6915 ROBERT DIXON DRIVE,30.22336789,-97.8515427,,,,,
1998-003807 EP,R- 101 Single Family Houses,New,6915 Robert Dixon Drive            A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,69775,,1,,,6915 ROBERT DIXON DRIVE,30.22336789,-97.8515427,,,,,
1998-003807 MP,R- 101 Single Family Houses,New,6915 Robert Dixon Drive            A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,69775,,1,,,6915 ROBERT DIXON DRIVE,30.22336789,-97.8515427,,,,,
1998-003807 PP,R- 101 Single Family Houses,New,6915 Robert Dixon Drive            A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,69775,,1,,,6915 ROBERT DIXON DRIVE,30.22336789,-97.8515427,,,,,
1998-003811 BP,R- 101 Single Family Houses,New,5101 Jacob\'S Creek Court           A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,74825,,1,,Lot: 8 Block: B Subdivision: WESTERN OAKS III-C,5101 JACOB\'S CREEK COURT,,,,,,,
1998-003811 DS,Res. Driveway & Sidewalk,New,5101 Jacob\'S Creek Court           A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,74825,,,,Lot: 8 Block: B Subdivision: WESTERN OAKS III-C,5101 JACOB\'S CREEK COURT,,,,,,,
1998-003811 EP,R- 101 Single Family Houses,New,5101 Jacob\'S Creek Court           A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,74825,,1,,Lot: 8 Block: B Subdivision: WESTERN OAKS III-C,5101 JACOB\'S CREEK COURT,,,,,,,
1998-003811 MP,R- 101 Single Family Houses,New,5101 Jacob\'S Creek Court           A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,74825,,1,,Lot: 8 Block: B Subdivision: WESTERN OAKS III-C,5101 JACOB\'S CREEK COURT,,,,,,,
1998-003811 PP,R- 101 Single Family Houses,New,5101 Jacob\'S Creek Court           A .00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,74825,,1,,Lot: 8 Block: B Subdivision: WESTERN OAKS III-C,5101 JACOB\'S CREEK COURT,,,,,,,
1998-006457 BP,R- 101 Single Family Houses,New,11200 Randy Road                    C  00000,04/02/1998,1 Stry Residence W/Att Garage Cvd Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,260000,,1,,,11200 RANDY ROAD,30.44612916,-97.8191927,,,,,
1998-006457 DS,Res. Driveway & Sidewalk,New,11200 Randy Road                    C  00000,04/02/1998,1 Stry Residence W/Att Garage Cvd Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,260000,,,,,11200 RANDY ROAD,30.44612916,-97.8191927,,,,,
1998-006457 EP,R- 101 Single Family Houses,New,11200 Randy Road                    C  00000,04/02/1998,1 Stry Residence W/Att Garage Cvd Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,260000,,1,,,11200 RANDY ROAD,30.44612916,-97.8191927,,,,,
1998-006457 MP,R- 101 Single Family Houses,New,11200 Randy Road                    C  00000,04/02/1998,1 Stry Residence W/Att Garage Cvd Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,260000,,1,,,11200 RANDY ROAD,30.44612916,-97.8191927,,,,,
1998-006457 PP,R- 101 Single Family Houses,New,11200 Randy Road                    C  00000,04/02/1998,1 Stry Residence W/Att Garage Cvd Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,260000,,1,,,11200 RANDY ROAD,30.44612916,-97.8191927,,,,,
1998-006800 BP,R- 101 Single Family Houses,New,5609 Magee Bend                    C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,110000,,1,,Lot: 12 Block: 14 Subdivision:  ,5609 MAGEE BEND,30.21051008,-97.86883684,,,,,
1998-006800 DS,Res. Driveway & Sidewalk,New,5609 Magee Bend                    C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,110000,,,,Lot: 12 Block: 14 Subdivision:  ,5609 MAGEE BEND,30.21051008,-97.86883684,,,,,
1998-006800 EP,R- 101 Single Family Houses,New,5609 Magee Bend                    C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,110000,,1,,Lot: 12 Block: 14 Subdivision:  ,5609 MAGEE BEND,30.21051008,-97.86883684,,,,,
1998-006800 MP,R- 101 Single Family Houses,New,5609 Magee Bend                    C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,110000,,1,,Lot: 12 Block: 14 Subdivision:  ,5609 MAGEE BEND,30.21051008,-97.86883684,,,,,
1998-006800 PP,R- 101 Single Family Houses,New,5609 Magee Bend                    C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,110000,,1,,Lot: 12 Block: 14 Subdivision:  ,5609 MAGEE BEND,30.21051008,-97.86883684,,,,,
1998-006801 BP,R- 101 Single Family Houses,New,8601 Ganttcrest Drive              C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,120000,,1,,Lot: 18 Block: 18 Subdivision:  ,8601 GANTTCREST DRIVE,30.21002402,-97.86830381,,,,,
1998-006801 DS,Res. Driveway & Sidewalk,New,8601 Ganttcrest Drive              C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,120000,,,,Lot: 18 Block: 18 Subdivision:  ,8601 GANTTCREST DRIVE,30.21002402,-97.86830381,,,,,
1998-006801 EP,R- 101 Single Family Houses,New,8601 Ganttcrest Drive              C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,120000,,1,,Lot: 18 Block: 18 Subdivision:  ,8601 GANTTCREST DRIVE,30.21002402,-97.86830381,,,,,
1998-006801 MP,R- 101 Single Family Houses,New,8601 Ganttcrest Drive              C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,120000,,1,,Lot: 18 Block: 18 Subdivision:  ,8601 GANTTCREST DRIVE,30.21002402,-97.86830381,,,,,
1998-006801 PP,R- 101 Single Family Houses,New,8601 Ganttcrest Drive              C  00000,04/02/1998,New Two Story Res W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,120000,,1,,Lot: 18 Block: 18 Subdivision:  ,8601 GANTTCREST DRIVE,30.21002402,-97.86830381,,,,,
1998-008969 BP,R- 101 Single Family Houses,New,10920 Centennial Trail              C  00000,04/02/1998,New One Story Res W/Att Garage & Covered Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,280000,,1,,LOT 6 BLK B LAUREL CANYON SUBD PHS I,10920 CENTENNIAL TRAIL,30.44473354,-97.81896615,,,,,
1998-008969 DS,Res. Driveway & Sidewalk,New,10920 Centennial Trail              C  00000,04/02/1998,New One Story Res W/Att Garage & Covered Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,280000,,,,LOT 6 BLK B LAUREL CANYON SUBD PHS I,10920 CENTENNIAL TRAIL,30.44473354,-97.81896615,,,,,
1998-008969 EP,R- 101 Single Family Houses,New,10920 Centennial Trail              C  00000,04/02/1998,New One Story Res W/Att Garage & Covered Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,280000,,1,,LOT 6 BLK B LAUREL CANYON SUBD PHS I,10920 CENTENNIAL TRAIL,30.44473354,-97.81896615,,,,,
1998-008969 MP,R- 101 Single Family Houses,New,10920 Centennial Trail              C  00000,04/02/1998,New One Story Res W/Att Garage & Covered Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,280000,,1,,LOT 6 BLK B LAUREL CANYON SUBD PHS I,10920 CENTENNIAL TRAIL,30.44473354,-97.81896615,,,,,
1998-008969 PP,R- 101 Single Family Houses,New,10920 Centennial Trail              C  00000,04/02/1998,New One Story Res W/Att Garage & Covered Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,280000,,1,,LOT 6 BLK B LAUREL CANYON SUBD PHS I,10920 CENTENNIAL TRAIL,30.44473354,-97.81896615,,,,,
1998-008977 BP,R- 101 Single Family Houses,New,7787 Yaupon Drive                  C  00000,04/02/1998,New Two Story Res W/Att Garage & Opt Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,97000,,1,,,7787 YAUPON DRIVE,30.42160751,-97.77881272,,,,,
1998-008977 DS,Res. Driveway & Sidewalk,New,7787 Yaupon Drive                  C  00000,04/02/1998,New Two Story Res W/Att Garage & Opt Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,97000,,,,,7787 YAUPON DRIVE,30.42160751,-97.77881272,,,,,
1998-008977 EP,R- 101 Single Family Houses,New,7787 Yaupon Drive                  C  00000,04/02/1998,New Two Story Res W/Att Garage & Opt Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,97000,,1,,,7787 YAUPON DRIVE,30.42160751,-97.77881272,,,,,
1998-008977 MP,R- 101 Single Family Houses,New,7787 Yaupon Drive                  C  00000,04/02/1998,New Two Story Res W/Att Garage & Opt Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,97000,,1,,,7787 YAUPON DRIVE,30.42160751,-97.77881272,,,,,
1998-008977 PP,R- 101 Single Family Houses,New,7787 Yaupon Drive                  C  00000,04/02/1998,New Two Story Res W/Att Garage & Opt Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,97000,,1,,,7787 YAUPON DRIVE,30.42160751,-97.77881272,,,,,
1998-009110 BP,R- 101 Single Family Houses,New,9008 Heiden Lane                   C .00000,04/02/1998,New Two Story Res W/Att Gar & Deck & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,153621,,1,,Lot: 18 Block: N Subdivision: CIRCLE C RANCH PH A SEC 5,9008 HEIDEN LANE,30.21366025,-97.88783242,,,,,
1998-009110 DS,Res. Driveway & Sidewalk,New,9008 Heiden Lane                   C .00000,04/02/1998,New Two Story Res W/Att Gar & Deck & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,153621,,,,Lot: 18 Block: N Subdivision: CIRCLE C RANCH PH A SEC 5,9008 HEIDEN LANE,30.21366025,-97.88783242,,,,,
1998-009110 EP,R- 101 Single Family Houses,New,9008 Heiden Lane                   C .00000,04/02/1998,New Two Story Res W/Att Gar & Deck & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,153621,,1,,Lot: 18 Block: N Subdivision: CIRCLE C RANCH PH A SEC 5,9008 HEIDEN LANE,30.21366025,-97.88783242,,,,,
1998-009110 MP,R- 101 Single Family Houses,New,9008 Heiden Lane                   C .00000,04/02/1998,New Two Story Res W/Att Gar & Deck & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,153621,,1,,Lot: 18 Block: N Subdivision: CIRCLE C RANCH PH A SEC 5,9008 HEIDEN LANE,30.21366025,-97.88783242,,,,,
1998-009110 PP,R- 101 Single Family Houses,New,9008 Heiden Lane                   C .00000,04/02/1998,New Two Story Res W/Att Gar & Deck & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,153621,,1,,Lot: 18 Block: N Subdivision: CIRCLE C RANCH PH A SEC 5,9008 HEIDEN LANE,30.21366025,-97.88783242,,,,,
1998-009127 BP,R- 101 Single Family Houses,New,10917 Beachmont Lane                C  00000,04/02/1998,New Two Story Res W/Att Garage & Entry & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,161344,,1,,"Lot: 8 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10917 BEACHMONT LANE,30.18526777,-97.88501013,,,,,
1998-009127 DS,Res. Driveway & Sidewalk,New,10917 Beachmont Lane                C  00000,04/02/1998,New Two Story Res W/Att Garage & Entry & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,161344,,,,"Lot: 8 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10917 BEACHMONT LANE,30.18526777,-97.88501013,,,,,
1998-009127 EP,R- 101 Single Family Houses,New,10917 Beachmont Lane                C  00000,04/02/1998,New Two Story Res W/Att Garage & Entry & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,161344,,1,,"Lot: 8 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10917 BEACHMONT LANE,30.18526777,-97.88501013,,,,,
1998-009127 MP,R- 101 Single Family Houses,New,10917 Beachmont Lane                C  00000,04/02/1998,New Two Story Res W/Att Garage & Entry & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,161344,,1,,"Lot: 8 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10917 BEACHMONT LANE,30.18526777,-97.88501013,,,,,
1998-009127 PP,R- 101 Single Family Houses,New,10917 Beachmont Lane                C  00000,04/02/1998,New Two Story Res W/Att Garage & Entry & Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,161344,,1,,"Lot: 8 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10917 BEACHMONT LANE,30.18526777,-97.88501013,,,,,
1998-009176 BP,R- 101 Single Family Houses,New,10817 Beachmont Lane                C  00000,04/02/1998,New Residence W/Att Garage Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,121344,,1,,"Lot: 15 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10817 BEACHMONT LANE,30.18588342,-97.88383904,,,,,
1998-009176 DS,Res. Driveway & Sidewalk,New,10817 Beachmont Lane                C  00000,04/02/1998,New Residence W/Att Garage Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,121344,,,,"Lot: 15 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10817 BEACHMONT LANE,30.18588342,-97.88383904,,,,,
1998-009176 EP,R- 101 Single Family Houses,New,10817 Beachmont Lane                C  00000,04/02/1998,New Residence W/Att Garage Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,121344,,1,,"Lot: 15 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10817 BEACHMONT LANE,30.18588342,-97.88383904,,,,,
1998-009176 MP,R- 101 Single Family Houses,New,10817 Beachmont Lane                C  00000,04/02/1998,New Residence W/Att Garage Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,121344,,1,,"Lot: 15 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10817 BEACHMONT LANE,30.18588342,-97.88383904,,,,,
1998-009176 PP,R- 101 Single Family Houses,New,10817 Beachmont Lane                C  00000,04/02/1998,New Residence W/Att Garage Patio/Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,121344,,1,,"Lot: 15 Block: HH Subdivision: CIRCLE C RANCH PHASE B, SECTION 18",10817 BEACHMONT LANE,30.18588342,-97.88383904,,,,,
1998-009254 BP,R- 101 Single Family Houses,New,9109 Spicebrush Drive              C  00000,04/02/1998,New 2 Stry Sf Residence W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,245000,,1,,,9109 SPICEBRUSH DRIVE,30.39725216,-97.7711716,,,,,
1998-009254 DS,Res. Driveway & Sidewalk,New,9109 Spicebrush Drive              C  00000,04/02/1998,New 2 Stry Sf Residence W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,245000,,,,,9109 SPICEBRUSH DRIVE,30.39725216,-97.7711716,,,,,
1998-009254 EP,R- 101 Single Family Houses,New,9109 Spicebrush Drive              C  00000,04/02/1998,New 2 Stry Sf Residence W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,245000,,1,,,9109 SPICEBRUSH DRIVE,30.39725216,-97.7711716,,,,,
1998-009254 MP,R- 101 Single Family Houses,New,9109 Spicebrush Drive              C  00000,04/02/1998,New 2 Stry Sf Residence W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,245000,,1,,,9109 SPICEBRUSH DRIVE,30.39725216,-97.7711716,,,,,
1998-009254 PP,R- 101 Single Family Houses,New,9109 Spicebrush Drive              C  00000,04/02/1998,New 2 Stry Sf Residence W/Att Garage & Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,245000,,1,,,9109 SPICEBRUSH DRIVE,30.39725216,-97.7711716,,,,,
1998-009282 EP,Residential ,Remodel,3508 San Benito Court              T  00000,04/02/1998,New Sf Residence Electrical Service Only Eud,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 32 Block: A Subdivision: LAKE POINTE PH 2,3508 SAN BENITO COURT,30.31154612,-97.93418967,,,,,
1998-009282 MP,Residential ,Remodel,3508 San Benito Court              T  00000,04/02/1998,New Sf Residence Electrical Service Only Eud,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 32 Block: A Subdivision: LAKE POINTE PH 2,3508 SAN BENITO COURT,30.31154612,-97.93418967,,,,,
1998-009300 BP,R- 101 Single Family Houses,New,1213 Tamranae Court                A  00000,04/02/1998,"Two Story Residence W/Garage, Porch, Cov Patio",Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 46 Block: A Subdivision: TREEMONT PH B SEC 5,1213 TAMRANAE COURT,30.26679381,-97.79679797,,,,,
1998-009300 DS,Res. Driveway & Sidewalk,New,1213 Tamranae Court                A  00000,04/02/1998,"Two Story Residence W/Garage, Porch, Cov Patio",Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,,,Lot: 46 Block: A Subdivision: TREEMONT PH B SEC 5,1213 TAMRANAE COURT,30.26679381,-97.79679797,,,,,
1998-009300 EP,R- 101 Single Family Houses,New,1213 Tamranae Court                A  00000,04/02/1998,"Two Story Residence W/Garage, Porch, Cov Patio",Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 46 Block: A Subdivision: TREEMONT PH B SEC 5,1213 TAMRANAE COURT,30.26679381,-97.79679797,,,,,
1998-009300 MP,R- 101 Single Family Houses,New,1213 Tamranae Court                A  00000,04/02/1998,"Two Story Residence W/Garage, Porch, Cov Patio",Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 46 Block: A Subdivision: TREEMONT PH B SEC 5,1213 TAMRANAE COURT,30.26679381,-97.79679797,,,,,
1998-009300 PP,R- 101 Single Family Houses,New,1213 Tamranae Court                A  00000,04/02/1998,"Two Story Residence W/Garage, Porch, Cov Patio",Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 46 Block: A Subdivision: TREEMONT PH B SEC 5,1213 TAMRANAE COURT,30.26679381,-97.79679797,,,,,
1998-009380 BP,R- 101 Single Family Houses,New,8901 La Siesta Court               C  00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,75040,,1,,"Lot: 19 Block: 35 Subdivision: VILLAGE AT WESTERN OAKS SECTION 34, AMENDED",8901 LA SIESTA COURT,30.21174221,-97.88008444,,,,,
1998-009380 DS,Res. Driveway & Sidewalk,New,8901 La Siesta Court               C  00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,75040,,,,"Lot: 19 Block: 35 Subdivision: VILLAGE AT WESTERN OAKS SECTION 34, AMENDED",8901 LA SIESTA COURT,30.21174221,-97.88008444,,,,,
1998-009380 EP,R- 101 Single Family Houses,New,8901 La Siesta Court               C  00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,75040,,1,,"Lot: 19 Block: 35 Subdivision: VILLAGE AT WESTERN OAKS SECTION 34, AMENDED",8901 LA SIESTA COURT,30.21174221,-97.88008444,,,,,
1998-009380 MP,R- 101 Single Family Houses,New,8901 La Siesta Court               C  00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,75040,,1,,"Lot: 19 Block: 35 Subdivision: VILLAGE AT WESTERN OAKS SECTION 34, AMENDED",8901 LA SIESTA COURT,30.21174221,-97.88008444,,,,,
1998-009380 PP,R- 101 Single Family Houses,New,8901 La Siesta Court               C  00000,04/02/1998,Sf Residence W/Attached Garage & Cov\'D Porch,Final,,,,,,,,,,,,,,,,,,,,,,,,75040,,1,,"Lot: 19 Block: 35 Subdivision: VILLAGE AT WESTERN OAKS SECTION 34, AMENDED",8901 LA SIESTA COURT,30.21174221,-97.88008444,,,,,
